id,type,modified,institutionCode,collectionCode,basisOfRecord,occurrenceID,catalogNumber,occurrenceRemarks,recordNumber,recordedBy,lifeStage,reproductiveCondition,establishmentMeans,occurrenceStatus,preparations,associatedSequences,associatedTaxa,previousIdentifications,eventDate,verbatimEventDate,habitat,eventRemarks,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,locality,verbatimLocality,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,locationRemarks,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identifiedBy,dateIdentified,identificationRemarks,identificationQualifier,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,nomenclaturalStatus
NSW:NSW:NSW 221564,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 221564,NSW 221564,Locally abundant shrub 3 m high. Bark papery and whitish. Flowers pale lime-green.,89/063,"Blaxell, D.F.",,buds | flowers,native,Present,sheet,,,,1989-07-26,,Flat area at top of low rise. Woodland of this sp. and Eucalyptus crebra. Disturbed. Pale reddish sandy loam.,,,,,,Australia,,Queensland,,39.5 km E of Hughenden on rd to Charters Towers.,39.5 km E of Hughenden on rd to Charters Towers.,,,,,,,,"20,51,30,S,144,34,00,E,",,,,,-20.8583333,144.5666667,,1000.0,,,,,,,,,"Wilson, Peter G.",1992-06,,,,Melaleuca nervosa (Lindl.) Cheel,,,,,Myrtaceae,Melaleuca,nervosa,,,(Lindl.) Cheel,
NSW:NSW:NSW 227782,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 227782,NSW 227782,Abundant. Shrub 1.5 m high. Stamens cream.,1507,"Weston, P.H.",,buds | flowers,native,Present,sheet,,,,1990-01-08,,"Flat. Heath with Banksia aemula, B. oblongifolia, Melaleuca, Ricinocarpus, Persoonia virgata, Austromyrtus, Strangea, Phebalium squamulosum, Monotoca and Darwinia. Undisturbed. Grey coastal sand.",,,,,,Australia,,Queensland,Great Sandy National Park,"Mouth of Bool Creek, Fraser Island.","Mouth of Bool Creek, Fraser Island.",,,,,,,,"24,45,00,S,153,10,00,E,",,,,,-24.75,153.1667,,,,,,,,,,,"Wilson, Peter G.",1990-05,,,,Melaleuca quinquenervia (Cav.) S.T.Blake,,,,,Myrtaceae,Melaleuca,quinquenervia,,,(Cav.) S.T.Blake,
NSW:NSW:NSW 229598,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 229598,NSW 229598,Shrub to 1 m tall. Flowers yellow - some individuals with pink to pale red flowers.,5899,"Jacobs, S.W.L.",,buds | flowers,native,Present,sheet,,,,1990-07-05,,,,,,,,Australia,,Queensland,,"`Swanlea' - Lake Galilee, c. 130 km NE of Aramac.","`Swanlea' - Lake Galilee, c. 130 km NE of Aramac.",,,,,,,,"22,23,,S,145,35,,E,",,,,,-22.38,145.58,,,,,,,,,,,"Wilson, Peter G.",1990-08,,,,Melaleuca nervosa (Lindl.) Cheel,,,,,Myrtaceae,Melaleuca,nervosa,,,(Lindl.) Cheel,
NSW:NSW:NSW 231444,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 231444,NSW 231444,"Shrub 1 m high. Persistent, papery bark. LCR 861864.",462,Bean,,fruit,native,Present,sheet,,,,1986-06-24,,White sand.,,,,,,Australia,,Queensland,,Cape Flattery.,Cape Flattery.,,,,,,,,"14,58,,S,145,21,,E,",,,,,-14.97,145.35,,,,,,,,,,,"Wilson, Peter G.",1990-10,,,,Melaleuca arcana S.T.Blake,,,,,Myrtaceae,Melaleuca,arcana,,,S.T.Blake,
NSW:NSW:NSW 232487,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 232487,NSW 232487,"Locally frequent. Small tree, 3 m high. Bark white & papery, flowers green.",525,"Wilson, Peter G.",,flowers,native,Present,sheet,,,,1990-09-06,,"Savannah woodland, with scattered Eucalyptus & Hakea (tall with narrow leaves), understorey grass being Triodia (sp. with long stolons). Sandy loam.",,,,,,Australia,,Queensland,,"2.9 km from turn-off to ""Cherhill"" on road to Lake Dunn.","2.9 km from turn-off to ""Cherhill"" on road to Lake Dunn.",,,,,,,,"22,41,,S,145,31,,E,",,,,,-22.68,145.52,,,,,,,,,,,"Wilson, Peter G.",1990-11,,,,Melaleuca nervosa (Lindl.) Cheel,,,,,Myrtaceae,Melaleuca,nervosa,,,(Lindl.) Cheel,
NSW:NSW:NSW 232507,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 232507,NSW 232507,"Rare. Small tree, 2.5 m tall. Flowers red. One tree growing along roadside with normal green colour form.",537,"Wilson, Peter G.",,flowers,native,Present,sheet,,,,1990-09-06,,Eucalyptus savannah woodland. Red sandy soil.,,,,,,Australia,,Queensland,,3.3 km W of Lake Dunn.,3.3 km W of Lake Dunn.,,,,,,,,"22,36,,S,145,38,,E,",,,,,-22.6,145.63,,,,,,,,,,,"Wilson, Peter G.",1990-11,,,,Melaleuca nervosa (Lindl.) Cheel,,,,,Myrtaceae,Melaleuca,nervosa,,,(Lindl.) Cheel,
NSW:NSW:NSW 232715,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 232715,NSW 232715,"Abundant. Tree, 9 m high. Finging the lake shore, flowers white.",589,"Wilson, Peter G.",,buds | flowers | fruit,native,Present,sheet,,,,1990-09-08,,"Lake shore, with Cynodon dactylon grass sward. Disturbed by camping and recreational use.",,,,,,Australia,,Queensland,,Lake Elphinstone.,Lake Elphinstone.,,,,,,,,"21,32,,S,148,14,,E,",,,,,-21.53,148.23,,,,,,,,,,,"Wilson, Peter G.",1990-09,,,,Melaleuca leucadendra (L.) L.,,,,,Myrtaceae,Melaleuca,leucadendra,,,(L.) L.,
NSW:NSW:NSW 240483,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 240483,NSW 240483,Locally abundant. Small tree 2-3 m high. LCR 876337.,89,"McCarthy, J.",,fruit,native,Present,sheet,,,,1987-08-09,,"Dry sandy plateau, with undisturbed open forest of Eucalyptus miniata and salmon gum, northern ironwood, 2 species of Brachychiton, Triodia and Plectrachne. Sandy soil on sandstone conglomerate.",,,,,,Australia,,Northern Territory,Katherine Gorge National Park,"Biddlecombe Cascades, 14.5 km from Katherine Gorge,","Biddlecombe Cascades, 14.5 km from Katherine Gorge,",,,,,,,,,,,,,,,,,,,,,,,,,"Wilson, Peter G.",1991-08,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 256390,PhysicalObject,2017-11-03 14:06:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 256390,NSW 256390,"Abundant. Tree, 4-10 m. Flowers white-honey scented. Fruit greyish.",3086,"Hind, P.D.",,buds | flowers | fruit,native,Present,sheet,,,,1982-03-30,,"Back of headland, not visually swampy. Sand overlying coffee rock.",,,,,,Australia,,New South Wales,,"Illaroo Rest Area, Minnie Water.","Illaroo Rest Area, Minnie Water.",,,,,,,,"29,46,,S,153,17,,E,",,,,,-29.77,153.28,,10000.0,,,,,,,,,,,,,,Melaleuca quinquenervia (Cav.) S.T.Blake,,,,,Myrtaceae,Melaleuca,quinquenervia,,,(Cav.) S.T.Blake,
NSW:NSW:NSW 256474,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 256474,NSW 256474,Abundant.,267,"Doust, A.N.L.",,flowers,,Present,sheet,,,,1992-05-23,,"Melaleuca, Eucalyptus and Acacia woodland with grass understorey and scattered Xanthorrhoea.",,,,,,Australia,,Queensland,,0.2 km along Eurimbulah National Park road from road between Miriam Vale and Agnes Water.,0.2 km along Eurimbulah National Park road from road between Miriam Vale and Agnes Water.,,30.0,30.0,,,,,"24,15,30,S,151,49,00,E,",,,,,-24.2583333,151.8166667,,,,,,,,,,,"Wilson, Peter G.",1992-10-25,,,,Melaleuca dealbata S.T.Blake,,,,,Myrtaceae,Melaleuca,dealbata,,,S.T.Blake,
NSW:NSW:NSW 256488,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 256488,NSW 256488,Frequent.,298,"Doust, A.N.L.",,flowers,,Present,sheet,,,,1992-05-29,,Eucalyptus and Melaleuca woodland. Soil silty sand.,,,,,,Australia,,Queensland,,1 km from Chewko Road along road running SW along railway li ne from Chewko.,1 km from Chewko Road along road running SW along railway li ne from Chewko.,,630.0,630.0,,,,,"17,04,41,S,145,21,55,E,",,,,,-17.0780556,145.3652778,,,,,,,,,,,"Wilson, Peter G.",1992-10-25,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 256546,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 256546,NSW 256546,Frequent. Small shrub to 0.4 m tall with cream flowers.,356,"Doust, A.N.L.",,buds | flowers,,Present,sheet,,,,1992-06-14,,"In low heath of Banksia robur, Xanthorrhoea, Eriostemon, Boronia and Xyris juncea. Soil moist to wet peaty sand.",,,,,,Australia,,Queensland,,0.8 km S of Mt Coolum turnoff (Suncoast Beach Drive) on David Low Way.,0.8 km S of Mt Coolum turnoff (Suncoast Beach Drive) on David Low Way.,,10.0,10.0,,,,,"26,34,30,S,153,05,25,E,",,,,,-26.575,153.0902778,,,,,,,,,,,"Wilson, Peter G.",1992-10-25,,,,Melaleuca quinquenervia (Cav.) S.T.Blake,,,,,Myrtaceae,Melaleuca,quinquenervia,,,(Cav.) S.T.Blake,
NSW:NSW:NSW 256940,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 256940,NSW 256940,Paperbark tree. Flowers creamy-green.,1151,"Hind, P.D.",,flowers | fruit,native,Present,sheet,,,,1977-08-08,,,,,,,,Australia,,Queensland,,Archer River.,Archer River.,,,,,,,,"13,27,,S,142,56,,E,",,,,,-13.45,142.93,,1000.0,,,,,,,,,"Wilson, Peter G.",1993-04-14,,,,Melaleuca saligna Schauer,,,,,Myrtaceae,Melaleuca,saligna,,,Schauer,
NSW:NSW:NSW 256982,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 256982,NSW 256982,"Paperbark tree, 7.6-9 m high. Flowers red or creamy-green.",1193,"Hind, P.D.",,flowers | fruit,native,Present,sheet,,,,1977-08-13,,,,,,,,Australia,,Queensland,,Tozer's Gap (Iron Range).,Tozer's Gap (Iron Range).,,,,,,,,"12,43,,S,143,11,,E,",,,,,-12.72,143.18,,1000.0,,,,,,,,,"Wilson, Peter G.",1990-07,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 245875,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 245875,NSW 245875,Abundant. Shrub or small tree to 2 m high. Flowers greenish.,887,"Wilson, Peter G.",,flowers | fruit,,Present,sheet,,,,1991-09-03,,"Plain; Melaleuca spp., grasses and occasional Acacia sp. Red sand.",,,,,,Australia,,Western Australia,,"Great Northern Highway, 21.4 km N of Sandfire Roadhouse.","Great Northern Highway, 21.4 km N of Sandfire Roadhouse.",,30.0,30.0,,,,,"19,41,06,S,121,15,22,E,",,,,,-19.685,121.2561111,,50.0,,,,,,,,,"Wilson, Peter G.",1992-03,,,,Melaleuca nervosa (Lindl.) Cheel,,,,,Myrtaceae,Melaleuca,nervosa,,,(Lindl.) Cheel,
NSW:NSW:NSW 246829,PhysicalObject,2018-03-20 13:08:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 246829,NSW 246829,"Small erect tree. Bark papery, light cream to dark cream. Leaves with longitudinal veins, prominent. Fruit woody.",6,"D'Orazio, R.",,fruit,native,Present,sheet,,,,1991-10-01,,Along road.,,,,,,Australia,,New South Wales,,"St Johns Road, Glebe.","St Johns Road, Glebe.",,,,,,,,"33,53,,S,151,11,,E,",,,,,-33.88,151.18,,,,,,,,,,,,,,,,Melaleuca quinquenervia (Cav.) S.T.Blake,,,,,Myrtaceae,Melaleuca,quinquenervia,,,(Cav.) S.T.Blake,
NSW:NSW:NSW 253788,PhysicalObject,2014-07-15 10:25:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 253788,NSW 253788,"Medium-sized tree. Bark white creamish, papery. Leaves same green both sides. Flowers cream. At the beginning of blooming. Fruit woody.",146,"D'Orazio, R.",,buds | flowers,native,Present,sheet,,,,1992-02-08,,In a Melaleuca quinquinervia dominated area.,,,,,,Australia,,New South Wales,,"Towards the tennis court, Macquarie Hospital bushland.","Towards the tennis court, Macquarie Hospital bushland.",,,,,,,,"33,48,,S,151,06,,E,",,,,,-33.8,151.1,,,,,,,,,,,,,,,,Melaleuca quinquenervia (Cav.) S.T.Blake,,,,,Myrtaceae,Melaleuca,quinquenervia,,,(Cav.) S.T.Blake,
NSW:NSW:NSW 255779,PhysicalObject,2017-12-14 17:49:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 255779,NSW 255779,"Locally dominant. Tree, 8m high. Bark papery and foliage drooping.",8131,"Briggs, B.G.",,fruit,native,Present,sheet,,,,1987-08-28,,Vine thicket at back of beach. Soil sandy.,,,,,,Australia,,Northern Territory,,"Sand dunes, 18 km N of Murgenella.","Sand dunes, 18 km N of Murgenella.",,,,,,,,"11,23,,S,132,58,,E,",,,,,-11.38,132.97,,,,,,,,,,,,,,,,Melaleuca leucadendra (L.) L.,,,,,Myrtaceae,Melaleuca,leucadendra,,,(L.) L.,
NSW:NSW:NSW 256244,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 256244,NSW 256244,Frequent. Small tree to 4 m high. Flowers yellow.,281,"Doust, A.N.L.",,flowers,native,Present,sheet,,,,1992-05-25,,Eucalyptus woodland with grass understorey. Loam derived from basalt.,,,,,,Australia,,Queensland,,C. 20 km W of Greenvale towards Lynd Junction.,C. 20 km W of Greenvale towards Lynd Junction.,,,,,,,,"18,59,46,S,144,48,46,E,",,,,,-18.9961111,144.8127778,,50.0,,,,,,,,,"Wilson, Peter G.",1994-04-22,,,,Melaleuca nervosa (Lindl.) Cheel,,,,,Myrtaceae,Melaleuca,nervosa,,,(Lindl.) Cheel,
NSW:NSW:NSW 256359,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 256359,NSW 256359,"Slender paperbark tree, 5-6 m high. Flowers red. Anthers pale and flat-topped. Leaves glaucous.",2041,"Hind, P.D.",,fruit,native,Present,sheet,,,,1977-08-11,,,,,,,,Australia,,Queensland,,4 miles (6.4 km) N of Musgrave.,4 miles (6.4 km) N of Musgrave.,,,,,,,,"14,43,,S,143,29,,E,",,,,,-14.72,143.48,,10000.0,,,,,,,,,"Wilson, Peter G.",1992-11-20,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 256362,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 256362,NSW 256362,"Small paperbark tree, 4.6 m high. Flowers creamy-green.",2027,"Hind, P.D.",,buds | flowers,native,Present,sheet,,,,1977-08-16,,Open forest.,,,,,,Australia,,Queensland,,Tozers Gap (Iron Ranges).,Tozers Gap (Iron Ranges).,,,,,,,,"12,43,,S,143,11,,E,",,,,,-12.72,143.18,,1000.0,,,,,,,,,"Wilson, Peter G.",1990-07,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 256368,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 256368,NSW 256368,"Frequent. Paperbark tree, 15 m high. Flowers cream. Pendulous branches.",1117,"Hind, P.D.",,flowers,native,Present,sheet,,,,1977-08-17,,Banks of river.,,,,,,Australia,,Queensland,,Laura.,Laura.,,,,,,,,"15,34,,S,144,27,,E,",,,,,-15.57,144.45,,1000.0,,,,,,,,,"Wilson, Peter G.",1992-11-20,,,,Melaleuca leucadendra (L.) L.,,,,,Myrtaceae,Melaleuca,leucadendra,,,(L.) L.,
NSW:NSW:NSW 256372,PhysicalObject,2017-12-14 17:49:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 256372,NSW 256372,"Paperbark tree, 15-18 m high. Juvenile leaves smooth. Flowers green. [lat. long. St Lawrence]",2160,"Hind, P.D.",,buds | flowers | fruit,native,Present,sheet,,,,1977-07-31,,In creek.,,,,,,Australia,,Queensland,,St Lawrence to Camila.,St Lawrence to Camila.,,,,,,,,"22,21,,S,149,31,,E,",,,,,-22.35,149.52,,10000.0,,,,,,,,,,,,,,Melaleuca leucadendra (L.) L.,,,,,Myrtaceae,Melaleuca,leucadendra,,,(L.) L.,
NSW:NSW:NSW 256375,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 256375,NSW 256375,Small tree. Flowers creamy-green.,2147,"Hind, P.D.",,flowers | fruit,native,Present,sheet,,,,1977-07-30,,,,,,,,Australia,,Queensland,,"Military Area Swamp, Byfield (Shoalwater Bay).","Military Area Swamp, Byfield (Shoalwater Bay).",,,,,,,,"22,45,,S,150,37,,E,",,,,,-22.75,150.62,,10000.0,,,,,,,,,"Wilson, Peter G.",1990-07,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 256376,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 256376,NSW 256376,"Small paperbark tree, 6 m high. Flowers creamy-green.",2146,"Hind, P.D.",,flowers,native,Present,sheet,,,,1977-07-31,,,,,,,,Australia,,Queensland,,8 miles (12.8 km) S of St Lawrence.,8 miles (12.8 km) S of St Lawrence.,,,,,,,,"22,25,,S,149,32,,E,",,,,,-22.42,149.53,,10000.0,,,,,,,,,"Wilson, Peter G.",1990-07,,,,Melaleuca dealbata S.T.Blake,,,,,Myrtaceae,Melaleuca,dealbata,,,S.T.Blake,
NSW:NSW:NSW 282670,PhysicalObject,2014-07-15 10:25:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 282670,NSW 282670,"Small-medium trees, up to 8 m tall. Leaves lanceolate to elliptical, 5-8 cm long, 1-2 cm wide, spikes 4-6 cm long, stamens 10-12 mm long, capsules 5 mm diameter. Flowering in June.",,"Clark, S.",,buds | flowers | fruit,native,Present,sheet,,,,1969-06,,Coastal swamp.,,,,,,Australia,,New South Wales,,Angourie.,Angourie.,,,,,,,,"29,28,,S,153,22,,E,",,,,,-29.47,153.37,,10000.0,,,,,,,,,,,,,,Melaleuca quinquenervia (Cav.) S.T.Blake,,,,,Myrtaceae,Melaleuca,quinquenervia,,,(Cav.) S.T.Blake,
NSW:NSW:NSW 282671,PhysicalObject,2017-04-07 09:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 282671,NSW 282671,Small gnarled trees to 4 m. [ex DNA],5112,"Russell-Smith, J.",,flowers,native,Present,sheet,,,,1988-03-06,,Seasonal swamp.,,,,,,Australia,,Northern Territory,,"3 km N of Mouth of Amaluka R, Groote Eylandt.","3 km N of Mouth of Amaluka R, Groote Eylandt.",,,,,,,,"14,12,,S,136,30,,E,",,,,,-14.2,136.5,,,,,,,,,,,,,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 282672,PhysicalObject,2017-04-07 09:39:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 282672,NSW 282672,Small tree 5 m. Paper bark.,11730 B,"Batianoff, G.N.",,flowers | fruit,native,Present,sheet,,,,1989-10-31,,"Mountain top, Eucalyptus open forest, mainly Eucalyptus mollucana.",,,,,,Australia,,Queensland,,"Middle Percy I., 55 km NE of Arthur POint, Shoalwater Bay.","Middle Percy I., 55 km NE of Arthur POint, Shoalwater Bay.",,,,,,,,"21,40,,S,150,20,,E,",,,,,-21.67,150.33,,,,,,,,,,,,,,,,Melaleuca viridiflora Sol. ex Gaertn.,,,,,Myrtaceae,Melaleuca,viridiflora,,,Sol. ex Gaertn.,
NSW:NSW:NSW 284324,PhysicalObject,2017-12-15 11:45:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 284324,NSW 284324,A small spindley shrub 0.75-1 m high. Flowers white. Common.,5656,"Clarkson, J.R.",,flowers | fruit,,Present,sheet,,,,1984-11-04,,Low swampy heath c. 1 m high.,,,,,,Australia,,Queensland,,9.2 km S of the Jardine R on the Peninsula Development Rd.,9.2 km S of the Jardine R on the Peninsula Development Rd.,,60.0,60.0,,,,,"11,13,,S,142,22,,E,",,,,,-11.22,142.37,,,,,,,,,,,"Clarkson, J.R.",1991-10-30,,,,Melaleuca saligna Schauer,,,,,Myrtaceae,Melaleuca,saligna,,,Schauer,
NSW:NSW:NSW 284325,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 284325,NSW 284325,8 m tree with pendulous leaves.,UNSW14428,"Puttock, C.F.",,flowers | fruit,native,Present,sheet,,,,1982-11-16,,Riparian woodland above tidal limit.,,,,,,Australia,,Northern Territory,,"Burketown Crossing Limmen Bight R, 11.6 km N of Nathan R Station.","Burketown Crossing Limmen Bight R, 11.6 km N of Nathan R Station.",,,,,,,,"15,29,,S,135,24,,E,",,,,,-15.48,135.4,,,,,,,,,,,"Wilson, Peter G.",1992-07,,,,Melaleuca argentea W.Fitzg.,,,,,Myrtaceae,Melaleuca,argentea,,,W.Fitzg.,
NSW:NSW:NSW 284328,PhysicalObject,2018-06-26 13:10:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 284328,NSW 284328,14 m paperbark with silvery tomentum on leaves.,UNSW12577,"Puttock, C.F.",,fruit,native,Present,sheet,,,,1982-11-10,,Riparian woodland.,,,,,,Australia,,Queensland,,"Walkers Ck, near Maggieville between Normanton and Karumba.","Walkers Ck, near Maggieville between Normanton and Karumba.",,,,,,,,"17,28,,S,141,11,,E,",,,,,-17.47,141.18,,,,,,,,,,,"Wilson, Peter G.",1992-07,,,,Melaleuca argentea W.Fitzg.,,,,,Myrtaceae,Melaleuca,argentea,,,W.Fitzg.,
NSW:NSW:NSW 284329,PhysicalObject,2017-12-15 11:31:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 284329,NSW 284329,Tree 6-9 m tall.,WH9108001,"Batianoff, G.N.",,flowers | fruit,native,Present,sheet,,,,1991-08-30,,"Serpentine soak or wetland area. Brown stoney soil. Eucalyptus fibrosa woodlands. Xanthorrhoea sp. and Pimelea leptospermoides, common shrubs.",,,,,,Australia,,Queensland,,"Mt Wheeler, 12 km SW of Yeppoon.","Mt Wheeler, 12 km SW of Yeppoon.",,,,,,,,"23,12,,S,150,41,,E,",,,,,-23.2,150.68,,,,,,,,,,,,,,,,Melaleuca nervosa (Lindl.) Cheel,,,,,Myrtaceae,Melaleuca,nervosa,,,(Lindl.) Cheel,
NSW:NSW:NSW 284330,PhysicalObject,2017-12-15 11:31:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 284330,NSW 284330,Tree 4 m.,9210,"Batianoff, G.N.",,flowers | fruit,native,Present,sheet,,,,1987-10-11,,Pure stand.,,,,,,Australia,,Queensland,,"N Keppel I., behind Mazie Bay Beach; 1987 Keppel Bay I. Survey.","N Keppel I., behind Mazie Bay Beach; 1987 Keppel Bay I. Survey.",,,,,,,,"23,04,,S,150,53,,E,",,,,,-23.07,150.88,,,,,,,,,,,,2017-03-15,,,,Melaleuca nervosa (Lindl.) Cheel,,,,,Myrtaceae,Melaleuca,nervosa,,,(Lindl.) Cheel,
NSW:NSW:NSW 284336,PhysicalObject,2017-12-15 11:31:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 284336,NSW 284336,Tree 8 m x 20 cm dbh with green flowers.,1769,"Gray, B.",,flowers,,Present,sheet,,,,1980-08-05,,Open forest.,,,,,,Australia,,Queensland,,"Luster Ck, Peninsula Development Rd.","Luster Ck, Peninsula Development Rd.",,380.0,380.0,,,,,"16,40,,S,145,15,,E,",,,,,-16.67,145.25,,,,,,,,,,,,2017-03-15,,,,Melaleuca nervosa (Lindl.) Cheel,,,,,Myrtaceae,Melaleuca,nervosa,,,(Lindl.) Cheel,
NSW:NSW:NSW 284337,PhysicalObject,2018-06-18 09:50:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 284337,NSW 284337,Paperbark with drooping branchlets.  10 m high.,UNSW9823,"Waterhouse, J.T.",,buds | flowers,native,Present,sheet,,,,1980-09-14,,"Watercourse depression with Strychnos, Peltophorum.",,,,,,Australia,,Northern Territory,,"Arnhem Highway, southern side of road at Beatrice Hill turnoff.","Arnhem Highway, southern side of road at Beatrice Hill turnoff.",,,,,,,,"12,39,,S,131,19,,E,",,,,,-12.65,131.32,,1000.0,,,,,,,,,"Waterhouse, J.T.",,,,,Melaleuca dealbata S.T.Blake,,,,,Myrtaceae,Melaleuca,dealbata,,,S.T.Blake,
NSW:NSW:NSW 284338,PhysicalObject,2017-12-15 11:24:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 284338,NSW 284338,Tree to 15 m with reddish brown papery bark.,8537,"Russell-Smith, J.",,flowers | fruit,native,Present,sheet,,,,1991-10-10,,Seasonally inundated sandplain.,,,,,,Australia,,Northern Territory,,Arnhem Land; 20 km NE Gapuwiyak.,Arnhem Land; 20 km NE Gapuwiyak.,,,,,,,,"12,20,,S,135,56,,E,",,,,,-12.33,135.93,,,,,,,,,,,,,,,,Melaleuca dealbata S.T.Blake,,,,,Myrtaceae,Melaleuca,dealbata,,,S.T.Blake,
NSW:NSW:NSW 284339,PhysicalObject,2017-12-15 11:24:00.0,NSW,NSW,PreservedSpecimen,NSW:NSW:NSW 284339,NSW 284339,"Tree 12 m tall, drooping foliage. Paperbark tea tree.",WH 9108008,"Batianoff, G.N.",,buds,native,Present,sheet,,,,1991-08-30,,"Soak/Melaleuca swamp between serpentinite ridges. Brown stony soil. Eucalyptus fibrosa woodlands. Xanthorrhoea sp. and Pimelea leptospermoides, common shrubs.",,,,,,Australia,,Queensland,,"Mount Wheeler, 12 km SW of Yeppoon.","Mount Wheeler, 12 km SW of Yeppoon.",,,,,,,,"23,12,,S,150,41,,E,",,,,,-23.2,150.68,,,,,,,,,,,,,,,,Melaleuca dealbata S.T.Blake,,,,,Myrtaceae,Melaleuca,dealbata,,,S.T.Blake,
